text,label,label_id
"Dorong Adopsi AI Enterprise, Jedi Solutions dan ReN3 Hadirkan Platform Agentic AI di Indonesia. Jedi Solutions dan ReN3 berkolaborasi menghadirkan solusi Agentic AI yang aman, efisien, dan terukur untuk kebutuhan enterprise di Indonesia.
Liputan6.com, Jakarta - Perkembangan Artificial Intelligence (AI) kini tidak lagi sebatas teknologi yang mampu menjawab pertanyaan melalui chatbot atau berperan sebagai asisten virtual. Seiring meningkatnya volume data dan kompleksitas operasional bisnis, perusahaan mulai membutuhkan teknologi AI yang dapat menjalankan pekerjaan secara lebih mandiri.
Kebutuhan tersebut mencakup berbagai aktivitas, mulai dari mengelola dokumen, mencari informasi dari sejumlah sistem, mengotomatisasi proses bisnis, hingga membantu pengambilan keputusan.
Potensi AI juga semakin besar di tengah perkembangan teknologi saat ini. Menurut McKinsey, Generative AI berpotensi menghasilkan nilai ekonomi hingga US$4,4 triliun per tahun secara global. Kondisi ini mendorong perusahaan untuk mengeksplorasi teknologi AI yang lebih canggih, termasuk Agentic AI .
Advertisement
Di Indonesia, tingkat adopsi AI pun terus menunjukkan perkembangan. Berdasarkan PwC's Global Workforce Hopes and Fears Survey 2025, adopsi AI di Indonesia telah mencapai 69 persen, lebih tinggi dibandingkan rata-rata global sebesar 54 persen.
Berbeda dengan Generative AI yang umumnya berfokus pada pembuatan konten dan pemberian jawaban atas pertanyaan, Agentic AI dirancang untuk menjalankan serangkaian pekerjaan berdasarkan tujuan tertentu.
Teknologi ini dapat mengoordinasikan workflow , memanfaatkan enterprise knowledge , serta berinteraksi dengan berbagai aplikasi dengan kebutuhan intervensi manual yang lebih minim.
Namun, penerapan Agentic AI dalam skala production turut menghadirkan tantangan baru. Setiap proses retrieval , tool call , reasoning loop , maupun retry dapat meningkatkan penggunaan token dan inference cost , terlebih ketika AI Agent harus mengambil informasi dari berbagai sumber data secara terpisah.
Salah satu pendekatan yang dapat digunakan untuk meningkatkan efisiensi adalah unified retrieval . Pendekatan ini menghubungkan berbagai sumber data enterprise melalui satu retrieval layer sehingga AI Agent dapat memperoleh informasi secara lebih terstruktur.
Dengan cara tersebut, kebutuhan melakukan retrieval berulang maupun penggunaan context yang tidak diperlukan dapat ditekan. Karena itu, context engineering menjadi bagian penting dalam penerapan Agentic AI untuk menentukan informasi yang perlu diambil, waktu pengambilannya, serta cara penggunaannya secara optimal.
Bagi perusahaan, efisiensi tersebut juga tidak terlepas dari aspek governance . Auditability , keamanan data, hingga total cost of ownership membuat token efficiency tidak lagi sekadar persoalan teknis, tetapi turut menjadi bagian dari strategi investasi dan governance AI.
Advertisement
Melihat kebutuhan tersebut, PT Jedi Global Teknologi atau Jedi Solutions , Managed Services Provider (MSP) yang merupakan bagian dari CTI Group , menjalin kemitraan strategis dengan ReN3 . ReN3 merupakan perusahaan AI asal Singapura yang mengembangkan platform Agentic AI untuk kebutuhan enterprise di berbagai sektor.
President Director PT Jedi Global Teknologi, Elsa Mayasari , mengatakan, Agentic AI menawarkan peluang besar bagi perusahaan untuk meningkatkan produktivitas sekaligus mengubah cara organisasi bekerja.
""Agentic AI membawa peluang besar bagi enterprise untuk meningkatkan produktivitas dan mengubah cara kerja organisasi. Namun, ketika masuk ke skala production , efisiensi penggunaan data, context , dan model menjadi semakin krusial,"" ujarnya.
Ia menambahkan, perusahaan perlu mempertimbangkan lebih dari sekadar kapabilitas teknologi ketika mengadopsi Agentic AI.
""Karena itu, organisasi perlu melihat Agentic AI bukan hanya dari sisi kapabilitasnya, tetapi juga dari bagaimana teknologi ini diimplementasikan secara efisien, aman, dan terukur untuk menghasilkan nilai bisnis yang nyata,"" lanjutnya.
Sementara itu, Chief Executive Officer ReN3, Lemuel Low , menilai Indonesia menjadi salah satu pasar AI dengan prospek pertumbuhan yang kuat di kawasan Asia Tenggara.
“Banyak organisasi di Indonesia kini fokus memastikan investasi AI benar-benar menghasilkan nilai bisnis. Melalui kemitraan dengan Jedi Solutions, kami menggabungkan platform Agentic AI ReN3 dengan keahlian implementasi lokal yang kuat untuk membantu enterprise mengadopsi AI secara aman, scalabl e, dan efisien dari sisi biaya,” ujarnya.
Dalam portofolio AI enterprise Jedi Solutions, ReN3 menghadirkan Agentic AI Work Productivity Platform yang ditujukan bagi super secure enterprises dengan kebutuhan tinggi terhadap akurasi, keamanan, dan kontrol.
Platform tersebut dirancang untuk membantu perusahaan mengintegrasikan AI ke berbagai fungsi bisnis yang bersifat kritis. Cakupannya meliputi Finance, Legal, Compliance, Operations, Procurement, hingga Risk.
Sejumlah kapabilitas utama yang ditawarkan ReN3 antara lain:
Advertisement
Kolaborasi Jedi Solutions dan ReN3 menjadi langkah untuk memperkuat kapabilitas AI enterprise dengan memadukan pengalaman Jedi Solutions di bidang implementasi dan managed services dengan platform Agentic AI ReN3 yang dirancang untuk kebutuhan perusahaan dengan standar keamanan dan kontrol tinggi.
Melalui pendekatan tersebut, organisasi dapat mengadopsi Agentic AI dengan mempertimbangkan aspek efisiensi, keamanan, serta governance sejak tahap awal.
Seiring pergeseran Agentic AI dari tahap eksperimen menuju penerapan di lingkungan production, kemampuan mengoptimalkan penggunaan AI sekaligus mempertahankan kontrol terhadap data dan workflow akan semakin penting.
Dengan mengandalkan unified retrieval, secure deployment, dan kapabilitas end-to-end AI work, Jedi Solutions dan ReN3 membantu organisasi membangun operasional AI yang lebih cerdas, efisien, dan terkelola.
Pada akhirnya, kapabilitas tersebut diharapkan dapat membantu perusahaan mengubah pemanfaatan AI menjadi nilai bisnis yang terukur dan berkelanjutan.
Advertisement
Advertisement
Advertisement
Copyright © 2026 Liputan6.com
KLY KapanLagi Youniverse All Right Reserved.",Positive,2
Buku Putih Membahas Identitas Digital. Buku putih baru membahas konsep identitas digital dan tantangan interoperabilitas antarplatform.,Neutral,1
"Perusahaan Menerbitkan Pedoman Kata Sandi. Pedoman internal menjelaskan panjang kata sandi, penggunaan pengelola kata sandi, dan jadwal penggantian.",Neutral,1
"Amerika Darurat, Terungkap Serangan Diam-Diam dari Dalam. Jakarta, CNBC Indonesia - Pemerintah Amerika Serikat (AS) memperingatkan adanya ancaman serangan siber terhadap perangkat yang digunakan untuk mengoperasikan dan memantau fasilitas air serta infrastruktur kritis lainnya. Sejumlah peretas yang belum teridentifikasi disebut tengah berupaya membobol perangkat buatan Siemens.
Peringatan tersebut tertuang dalam advisori keamanan siber yang diterbitkan pada Rabu (19/8). Badan Keamanan Nasional AS (NSA), FBI, Departemen Energi, Badan Perlindungan Lingkungan (EPA), serta Cybersecurity and Infrastructure Security Agency (CISA) menerbitkan peringatan bersama tersebut.
Dalam advisori itu, pemerintah AS menyebut terdapat ""active threat"" atau ancaman aktif terhadap seluruh programmable logic controller (PLC) Siemens seri S7 yang digunakan di berbagai sektor infrastruktur penting.
Perangkat tersebut berperan mengendalikan dan memantau proses industri. Penggunaannya mencakup sektor manufaktur, energi, air dan pengolahan air limbah, kimia, pangan, hingga pertanian.
Pemerintah AS memperingatkan bahwa jika peretas berhasil mengambil alih perangkat tersebut, dampaknya bisa sangat serius. Serangan dapat mengganggu proses penting, memicu insiden keselamatan, menyebabkan penghentian operasional, hingga merusak peralatan.
Selain itu, peretas berpotensi mencuri data sensitif dan memicu pelanggaran kepatuhan. Gangguan juga dapat menyebar ke sistem lain yang saling terhubung sehingga menimbulkan efek berantai terhadap infrastruktur kritis.
Yang membuat ancaman ini semakin serius, para peretas disebut mulai memanfaatkan kecerdasan buatan (AI) untuk mempercepat proses serangan, demikian dikutip dari Reuters, Kamis (20/8/2026).
Menurut badan-badan pemerintah AS, AI memungkinkan pelaku mengurangi secara drastis keahlian teknis dan waktu yang sebelumnya dibutuhkan untuk mengembangkan eksploit yang dapat membobol sistem.
CISA sebelumnya telah memperingatkan pada 30 Juli mengenai peningkatan signifikan serangan terhadap PLC. Peringatan tersebut menyusul advisori pada 22 Juli yang mengungkap bahwa peretas yang berafiliasi dengan Iran mengeksploitasi perangkat PLC buatan Siemens, Rockwell Automation, dan Schneider Electric.
Ancaman tersebut muncul ketika sejumlah sistem air lokal di beberapa negara bagian AS menjadi sasaran serangan siber dalam beberapa pekan terakhir. Pakar keamanan siber menduga serangkaian serangan tersebut memiliki keterkaitan dengan Iran.
Namun, pejabat federal AS belum secara resmi menghubungkan serangan terhadap sistem air lokal dengan Iran.
Presiden Donald Trump bahkan mengatakan pada 31 Juli bahwa dirinya tidak meyakini Iran berada di balik serangan tersebut. Trump justru menyalahkan Minnesota, negara bagian pertama yang melaporkan gelombang sedikitnya 30 insiden siber terkait fasilitas air pada 26 dan 27 Juli.",Negative,0
Laporan Membahas Perkembangan Privasi Digital. Laporan tahunan merangkum perubahan kebijakan privasi digital di berbagai negara.,Neutral,1
"Modus Baru Maling M-Banking Makin Ngeri, Rekening Ludes Seketika. Jakarta, CNBC Indonesia - Kejahatan siber yang menyasar aplikasi mobile banking (m-Banking) terus mengintai nasabah. Jika lengah, pelaku dapat membobol rekening hingga menguras seluruh saldo tabungan.
Di sisi lain, perkembangan layanan perbankan digital membuat aktivitas transaksi semakin mudah. Bank kini tidak hanya menyediakan fitur transfer dan pembayaran melalui m-Banking, tetapi juga mengembangkan aplikasi menjadi super app yang menawarkan berbagai layanan, mulai dari investasi hingga beragam kebutuhan pembayaran.
Sejumlah modus penipuan di aplikasi m-Banking antara lain pencurian data pribadi hingga pengelabuan (phishing). Untuk mengantisipasi hal tersebut, Otoritas Jasa Keuangan (OJK) membagikan sejumlah langkah preventif yang dapat dilakukan nasabah.
Berikut tips menghindari kejahatan digital banking:
Tidak memberitahukan kode akses atau nomor Personal Identification Number (PIN) kepada orang lain.
Tidak mencatat dan menyimpan kode akses atau nomor pribadi SMS banking di tempat yang mudah diketahui orang lain.
Memeriksa detail transaksi secara teliti sebelum melakukan konfirmasi.
Menunggu beberapa saat hingga menerima respons balik atas transaksi yang dijalankan.
Memeriksa notifikasi transaksi (SMS atau email) yang masuk secara teliti dan segera menghubungi call center bank apabila menemukan transaksi mencurigakan.
Segera mengganti PIN jika merasa kode akses tersebut telah diketahui oleh orang lain.
Segera melapor ke cabang terdekat atau call center bank jika kartu SIM (SIM card) hilang, dicuri, atau dipindahtangankan kepada pihak lain.
Waspada terhadap aplikasi berisiko di internet yang mengandung spam atau malware yang berpotensi mencuri data pribadi.
Menghindari transaksi internet banking menggunakan jaringan publik seperti WiFi gratis atau komputer umum (warnet) karena berisiko mengalami peretasan data.
Memastikan selalu melakukan proses log out setelah selesai melakukan transaksi.
Memastikan seluruh data pribadi telah dihapus (factory reset) saat berganti ponsel guna menghindari penyalahgunaan oleh pemilik perangkat berikutnya.",Negative,0
Rapat Industri Membahas Standar Berbagi Data. Perwakilan perusahaan mendiskusikan standar pertukaran indikator ancaman untuk kerja sama di masa depan.,Neutral,1
Penelitian Membandingkan Metode Deteksi Anomali. Penelitian membandingkan beberapa metode deteksi anomali menggunakan kumpulan data publik.,Neutral,1
Serangan Zero Day Menargetkan Peramban. Kerentanan zero-day pada peramban digunakan untuk menjalankan program tanpa izin pada perangkat korban.,Negative,0
Buku Panduan Membahas Keamanan Perangkat IoT. Buku panduan membahas prinsip keamanan untuk sensor dan perangkat IoT di lingkungan rumah.,Neutral,1
"Giliran Model AI Milik Meta Lepas Kendali, Retas Perusahaan Pihak Ketiga. JAKARTA - Meta menjadi perusahaan teknologi besar ketiga yang melaporkan bahwa sistem AI-nya bertindak di luar kendali dan meretas perusahaan pihak ketiga. Insiden ini melibatkan Muse Spark 1.1, sebuah model AI yang dipasarkan oleh perusahaan tersebut sebagai sistem yang ""supercerdas.""
Dalam pernyataan kepada media pada Rabu, (5/8/2026) Meta menyebutkan bahwa model tersebut sedang diuji oleh sebuah perusahaan keamanan siber bernama Irregular ketika sistem AI itu ""memanfaatkan celah keamanan"" pada sistem Irregular, mengakses internet terbuka, dan meretas perusahaan pihak ketiga yang tidak disebutkan namanya.
Meta menyatakan bahwa insiden tersebut disebabkan oleh ""kesalahan konfigurasi"" pada sistem Irregular.
Insiden ini menyusul kejadian serupa yang dialami oleh OpenAI dan Anthropic. Bulan lalu, model GPT-5.6 Sol milik OpenAI dan satu model pra-rilis lainnya sedang menjalani pengujian internal ketika sistem tersebut mendeteksi celah keamanan, mengakses internet, dan berupaya menemukan solusi untuk sebuah teka-teki keamanan siber dengan cara meretas repositori hasil pengujian sebelumnya.
Claude AI milik Anthropic juga melakukan serangan siber tanpa izin saat sedang diuji oleh Irregular; hal ini diungkapkan oleh perusahaan tersebut pekan lalu.
Irregular mengungkapkan bahwa Muse Spark 1.1 milik Meta dan Claude milik Anthropic sedang diuji dalam ""lingkungan evaluasi yang persis sama"" ketika keduanya berhasil lolos dari batasan pengujian.
""Saat ini tidak ada masalah yang belum terselesaikan. Irregular sedang menyusun dokumen panduan (white paper) untuk membagikan praktik terbaik terkait pengendalian dan pelaksanaan evaluasi siber secara aman,"" tambah perusahaan tersebut, sebagaimana dilansir RT .
Sebagaimana dilaporkan bulan lalu, model-model buatan OpenAI dan Anthropic sama-sama berhasil keluar dari batasan laboratorium pengujian saat mencoba menyelesaikan tugas-tugas keamanan siber. Dalam kedua kasus tersebut, model-model itu telah diperintahkan untuk membobol sistem internal, namun mereka menyimpulkan bahwa cara paling efisien untuk mencapai tujuan tersebut adalah dengan mengakses internet terbuka.
© 2007 - 2026 Okezone.com, All Rights Reserved",Negative,0
Sistem Deteksi Menghentikan Ransomware. Perangkat lunak keamanan mendeteksi ransomware dan mengisolasi komputer sebelum berkas pengguna dienkripsi.,Positive,2
Ransomware Mengenkripsi Server Logistik. Serangan ransomware mengenkripsi server perusahaan logistik dan menghambat proses pengiriman barang.,Negative,0
"Cyberleek: Hantu di Balik Bocoran Terbesar Sejarah Video Game GTA 6. JAKARTA
- Rockstar Games kebobolan. Bukan sekali. Enam kali berturut-turut.
Sejak 18 Agustus lalu, akun misterius bernama ""Cyberleek"" mengunggah video demi video gameplay Grand Theft Auto 6. Rockstar tidak pernah mengonfirmasi. Tidak juga membantah. Yang terjadi hanya satu: video-video itu terus dihapus dengan alasan hak cipta.
Video pertama menampilkan Jason, protagonis pria GTA 6, bermain basket di depan rumah yang sudah muncul di trailer.
Ada juga adegan khas GTA: menembaki warga sipil sembarangan.
Video kelima berakhir dengan tulisan ""LEEK"" ditembakkan ke dinding gedung. Ini bukan potongan video hasil tester yang bocor dari server tak terkunci. Cyberleek benar-benar memegang build game itu.
Buktinya ada di detail kecil. Di salah satu klip, radio dalam game memutar lagu ""Sports Car"" milik Tate McRae, dirilis Januari 2025. Artinya, build yang dipegang Cyberleek relatif baru.
Take-Two Interactive, induk perusahaan Rockstar, tidak tinggal diam. Jumat lalu mereka resmi menggugat ke pengadilan New York. Sasarannya: GitHub dan Discord. Keduanya diminta membuka identitas akun yang menyebarkan ""materi berhak cipta"" tersebut.
Siapa Cyberleek?
Jejak digital menunjuk ke Eropa. Waktu unggah videonya konsisten sekitar pukul 9 pagi waktu California, artinya sore hari di Eropa. Postingan lama tahun 2018 di forum keamanan siber berbahasa Jerman, szenebox.org, diduga milik akun yang sama.
Analisis independen dari pengembang perangkat lunak bernama Zyre mengarah ke individu asal Jerman atau Swiss, usia sekitar 30-an.",Negative,0
Sertifikasi Keamanan Cloud Berhasil Diperbarui. Penyedia layanan menyelesaikan audit dan memperbarui sertifikasi keamanan cloud-nya.,Positive,2
Perangkat Lunak Jahat Menguras Dompet Digital. Malware pada ponsel mengambil alih sesi aplikasi dan memindahkan saldo ke rekening pelaku.,Negative,0
"Apple Sebar Peringatan Spyware ke Pengguna di 110 Negara. Dengan dikirimkannya peringatan ini, total negara yang warganya pernah menerima notifikasi peretasan dari Apple kini telah menembus lebih dari 150 negara.
Liputan6.com, Jakarta - Apple kembali menyebar peringatan keamanan secara global. Perusahaan asal Cupertino, Amerika Serikat (AS) tersebut mengonfirmasi telah mengirimkan notifikasi ancaman kepada sejumlah pengguna di 110 negara yang terdeteksi menjadi target serangan mercenary spyware .
Kepada TechCrunch , dikutip Jumat (14/8/2026), Apple menjelaskan bahwa serangan ini bukanlah peretasan biasa.
Mercenary spyware merupakan perangkat peretas tingkat tinggi berbiaya amat mahal yang dirancang khusus untuk mengintai target-target spesifik secara personal, seperti jurnalis, aktivis, diplomat, dan pejabat pemerintah.
Advertisement
Dengan dikirimkannya peringatan terbaru ini, total negara yang warganya pernah menerima notifikasi peretasan dari Apple selama beberapa tahun terakhir kini telah menembus lebih dari 150 negara.
Sebelumnya, sekitar satu tahun lalu, Apple juga pernah mengirimkan peringatan serupa kepada pengguna di 100 negara.
Tak lama setelah itu, Apple mengonfirmasi telah memperingatkan belasan korban peretasan di Iran jelang memanasnya konflik di kawasan tersebut.
Bersamaan dengan peringatan ini, Apple menerbitkan dokumen panduan keamanan resmi bertajuk “About Apple threat notifications and protecting against mercenary spyware”.
Dokumen ini memuat penjelasan detail mengenai bentuk notifikasi ancaman, cara pengirimannya, hingga langkah darurat yang harus diambil korban.
Bagi pengguna yang menerima notifikasi ancaman tersebut, Apple mengimbau untuk segera mengaktifkan Moda Isolasi (Lockdown Mode) pada perangkat iPhone atau Mac. Selain itu, Apple menyarankan korban untuk segera berkonsultasi dengan tim ahli keamanan siber.
Apple merekomendasikan bantuan darurat dari organisasi nirlaba Access Now melalui layanan Digital Security Helpline yang beroperasi 24 jam sehari, 7 hari seminggu.
Meski lembaga luar tidak memiliki akses ke data internal Apple mengenai pemicu serangan, mereka dapat memberikan pendampingan teknis dan navigasi keamanan yang terukur bagi para korban target pengintaian.
Advertisement
Apple menegaskan mayoritas pengguna umum kecil kemungkinan menjadi target serangan mercenary spyware.
Meski demikian, potensi ancaman siber harian tetap mengintai. Untuk itu, Apple membagikan beberapa panduan keamanan mendasar yang wajib diterapkan seluruh pengguna:
Advertisement
Advertisement
Advertisement
Copyright © 2026 Liputan6.com
KLY KapanLagi Youniverse All Right Reserved.",Positive,2
Peneliti Membantu Menutup Celah Open Source. Peneliti melaporkan celah kepada pengelola proyek dan perbaikan tersedia sebelum eksploitasi diketahui luas.,Positive,2
Perusahaan Menerapkan Kunci Keamanan Fisik. Kunci keamanan fisik digunakan untuk melindungi akun administrator dari pencurian kredensial.,Positive,2
Pencurian Identitas Terjadi Setelah Kebocoran. Data identitas yang bocor digunakan untuk membuka akun palsu atas nama sejumlah korban.,Negative,0
Malware Menghapus Berkas Cadangan Perusahaan. Malware menyebar ke jaringan internal dan menghapus sebagian cadangan sebelum sistem dipulihkan.,Negative,0
"Daftar HP Samsung Galaxy yang Mulai Kehabisan Jatah Update Software. Halo,
Profile
Kirim Images
Logout
Masuk ke akun Anda
Belum punya akun? Daftar Akun
Pedoman Media Siber
Hubungi Kami
Privacy Policy
Redaksi
Download TribunX untuk Android & iOS
Ringkasan Berita: Sejumlah HP Samsung Galaxy keluaran 2021–2023 mulai memasuki akhir masa dukungan software. Galaxy Z Fold3 dan Z Flip3 paling dekat dengan akhir patch keamanan pada Agustus 2026, disusul S21 FE, S22 Series, dan A53 5G pada 2027. Berhentinya pembaruan Android tidak berarti HP langsung tidak bisa digunakan. Namun, setelah patch keamanan berakhir, pengguna sebaiknya mulai mempertimbangkan upgrade. TRIBUNNEWS.COM - Bagi pengguna smartphone, usia perangkat kini tidak lagi hanya ditentukan oleh kondisi baterai atau performa. Dukungan software juga menjadi faktor penting, terutama karena pembaruan sistem operasi dan patch keamanan berperan besar dalam menjaga perangkat tetap aman dan kompatibel dengan aplikasi terbaru. Samsung sendiri telah memperpanjang masa dukungan software pada sejumlah perangkat Galaxy. Model yang dirilis mulai 2021 umumnya mendapatkan dukungan hingga lima tahun, sementara perangkat Galaxy yang lebih baru bisa memperoleh pembaruan hingga enam atau tujuh tahun, tergantung kelas dan kebijakan dukungannya. Artinya, Galaxy yang diluncurkan pada Agustus 2026 dengan dukungan tujuh tahun secara teori masih dapat menerima pembaruan hingga sekitar Agustus 2033. Namun, beberapa Galaxy keluaran 2021–2023 kini mulai memasuki fase akhir dukungannya. Galaxy Z Fold 4 dan Z Flip 4 Galaxy Z Fold 4 dan Z Flip 4 diperkenalkan pada Agustus 2022. Berdasarkan periode dukungan lima tahun, pembaruan Android untuk kedua perangkat tersebut diperkirakan berakhir pada Agustus 2026. Meski demikian, pengguna masih memiliki waktu lebih panjang untuk mendapatkan patch keamanan hingga Agustus 2027. Dengan demikian, berakhirnya pembaruan Android tidak berarti perangkat langsung berhenti berfungsi. Ponsel tetap dapat digunakan, tetapi pengguna tidak lagi memperoleh versi Android utama terbaru setelah batas tersebut. Baca juga: Bingung Pilih Samsung Galaxy Z Series? Ini Panduan Pilih HP Lipat yang Tepat Galaxy S23 Series Galaxy S23, S23+ dan S23 Ultra diluncurkan pada Februari 2023. Ketiga model tersebut masih memiliki masa dukungan yang relatif panjang. Pembaruan Android diperkirakan tersedia hingga Februari 2027, sedangkan patch keamanan dapat berlanjut hingga Februari 2028. Artinya, pengguna Galaxy S23 Series belum perlu terburu-buru mengganti perangkat hanya karena usianya mulai bertambah. Galaxy A54 5G
Dukungan software juga menjadi faktor penting, terutama karena pembaruan sistem operasi dan patch keamanan berperan besar dalam menjaga perangkat tetap aman dan kompatibel dengan aplikasi terbaru.
Samsung sendiri telah memperpanjang masa dukungan software pada sejumlah perangkat Galaxy.
Model yang dirilis mulai 2021 umumnya mendapatkan dukungan hingga lima tahun, sementara perangkat Galaxy yang lebih baru bisa memperoleh pembaruan hingga enam atau tujuh tahun, tergantung kelas dan kebijakan dukungannya.
Artinya, Galaxy yang diluncurkan pada Agustus 2026 dengan dukungan tujuh tahun secara teori masih dapat menerima pembaruan hingga sekitar Agustus 2033.
Namun, beberapa Galaxy keluaran 2021–2023 kini mulai memasuki fase akhir dukungannya.
Galaxy Z Fold 4 dan Z Flip 4 diperkenalkan pada Agustus 2022.
Berdasarkan periode dukungan lima tahun, pembaruan Android untuk kedua perangkat tersebut diperkirakan berakhir pada Agustus 2026.
Meski demikian, pengguna masih memiliki waktu lebih panjang untuk mendapatkan patch keamanan hingga Agustus 2027.
Dengan demikian, berakhirnya pembaruan Android tidak berarti perangkat langsung berhenti berfungsi.
Ponsel tetap dapat digunakan, tetapi pengguna tidak lagi memperoleh versi Android utama terbaru setelah batas tersebut.
Galaxy S23, S23+ dan S23 Ultra diluncurkan pada Februari 2023.
Ketiga model tersebut masih memiliki masa dukungan yang relatif panjang.
Pembaruan Android diperkirakan tersedia hingga Februari 2027, sedangkan patch keamanan dapat berlanjut hingga Februari 2028.
Artinya, pengguna Galaxy S23 Series belum perlu terburu-buru mengganti perangkat hanya karena usianya mulai bertambah.
Isi komentar sepenuhnya adalah tanggung jawab pengguna dan diatur dalam UU ITE.",Neutral,1
Layanan Publik Terganggu Akibat Malware. Malware mematikan beberapa komputer layanan publik dan proses pelayanan harus dihentikan sementara.,Negative,0
Serangan Phishing Menargetkan Nasabah. Pesan palsu mengarahkan nasabah ke situs tiruan dan beberapa akun dilaporkan diambil alih.,Negative,0
Bank Memperkuat Perlindungan Login. Bank menerapkan autentikasi multifaktor dan notifikasi perangkat baru untuk melindungi rekening nasabah.,Positive,2
"Aplikasi AI Pembuat Video Pornografi Berkeliaran Muncul di App Store. MENLO PARK
- Appledikenal dengan proses peninjauan aplikasi yang ketat sebelum mengizinkannya muncul di App Store iPhone, yang membantu mencegah aplikasi yang melanggar kebijakan atau mengandung malware.
Namun, surat kabarThe Independentmenemukan sejumlah aplikasi di App Store yang menggunakan kecerdasan buatan untuk mengubah potret seseorang menjadi video pornografi, bahkan membuat video yang menggambarkan pemerkosaan atau pelecehan seksual dengan tingkat realisme yang sangat tinggi.
Surat kabarThe Independentmelaporkan bahwa aplikasi-aplikasi ini mencantumkan puluhan skenario bagi AI untuk membuat konten pornografi dari gambar yang disediakan oleh pengguna.
Aplikasi-aplikasi tersebut memungkinkan pengguna untuk membuat beberapa konten secara gratis sebelum kemudian dikenakan biaya.
Yang perlu diperhatikan, aplikasi-aplikasi ini tidak hanya muncul di App Store. Situs teknologiWiredjuga menemukan beberapa aplikasi yang membuat konten pornografi dan menayangkan iklan di platform media sosial Meta seperti Facebook dan Instagram. Ini berarti aplikasi-aplikasi ini juga telah melewati proses moderasi konten iklan Meta.
Apple telah menghapus aplikasi yang menghasilkan pornografi menggunakan AI setelah menerima laporan dariThe Independent, yang menyatakan bahwa aplikasi tersebut melanggar kebijakan perusahaan.
“Aplikasi yang ‘menampilkan ketelanjangan’ melanggar kebijakan perusahaan. Kami telah secara proaktif menolak dan menghapus banyak aplikasi ini, termasuk yang dilaporkan oleh pengguna,” kata perwakilan Apple.
Kebijakan App Store menyatakan bahwa aplikasi tidak boleh menyertakan “konten yang menyinggung, tidak sensitif, menyedihkan, atau sengaja menjijikkan atau sekadar menakutkan.” Namun, Apple belum menjelaskan mengapa konten pornografi yang dihasilkan AI lolos dari proses peninjauan perusahaan dan muncul di App Store.",Negative,0
